timestep,temperature,pressure,battery,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15
787,22.391647,1007.7047,68.97057,0.6016729,-0.24859925,-0.3370397,-0.11646128,-0.24040529,0.64005095,0.072259024,0.24652389,-0.11769119,-0.23753656,0.49922395,-0.37308037,0.25722134,-0.42503357,0.5429725,-0.049903482
788,22.86791,1071.2831,66.71277,0.8269712,-0.27388406,-0.23449633,0.04445839,-0.19886678,0.79609394,0.12970488,0.13941485,-0.23994565,-0.2102756,0.3074104,-0.45537406,0.43371132,-0.36813715,0.7309753,0.06142527
789,22.510466,1016.2386,69.06761,0.6324583,-0.24858025,-0.3190983,-0.09591855,-0.23038137,0.6615068,0.07499338,0.23601863,-0.13793844,-0.2409088,0.4803536,-0.3801278,0.2816919,-0.41961515,0.57236505,-0.034768716
790,23.381783,1028.1011,67.5836,0.71382785,-0.22126108,-0.33458257,-0.10309713,-0.20133665,0.6844695,0.073199034,0.20202895,-0.18909794,-0.2464879,0.46634772,-0.40113336,0.32174537,-0.4196866,0.6163994,-0.040833153
791,23.841936,1062.7819,69.285,0.83183956,-0.21898031,-0.24290425,-0.014358133,-0.15327474,0.7743763,0.07365442,0.17279442,-0.27552858,-0.27677634,0.40340713,-0.41779247,0.42174083,-0.40130568,0.74507725,0.027028844
792,23.585613,1012.0288,66.74414,0.6776978,-0.20397535,-0.38834712,-0.16236596,-0.20905054,0.64054793,0.061866775,0.21338387,-0.16616222,-0.24496043,0.51293606,-0.39165187,0.2795068,-0.43549696,0.5653731,-0.08433483
793,24.033747,1019.61053,65.97933,0.72406906,-0.19087932,-0.39293173,-0.16166544,-0.193223,0.65615064,0.0621486,0.19397424,-0.19505975,-0.24751982,0.5013619,-0.40395883,0.3041375,-0.43416846,0.5925395,-0.08432365
794,24.228546,1038.6884,67.277504,0.78473425,-0.19131806,-0.3359803,-0.10915097,-0.16661006,0.7066286,0.06088811,0.18183069,-0.24159402,-0.26713267,0.46830326,-0.41008118,0.3587814,-0.42413625,0.66476154,-0.043755636
795,23.850445,1034.9589,65.95763,0.76291215,-0.20890558,-0.35333544,-0.10824931,-0.19057688,0.6964005,0.07976551,0.17466512,-0.2142266,-0.23843804,0.44808486,-0.42057627,0.34409803,-0.41672504,0.6353896,-0.04670126
796,24.807276,1061.3291,64.68617,0.89127827,-0.18659483,-0.3347053,-0.07532863,-0.14834985,0.7565347,0.08543748,0.12376997,-0.29515582,-0.246698,0.39751002,-0.45374557,0.4246259,-0.4056518,0.72723603,-0.023524769
797,24.07345,1008.7267,66.25987,0.69132113,-0.18144295,-0.4150326,-0.19478518,-0.19666916,0.6286013,0.049869046,0.2107403,-0.17875233,-0.25461605,0.5382344,-0.39020327,0.2750631,-0.44574594,0.56217986,-0.107283324
798,24.644852,1009.7503,65.86195,0.7214011,-0.15777637,-0.43269786,-0.21767573,-0.17814302,0.6274837,0.038289532,0.20305818,-0.2027193,-0.2672106,0.5553931,-0.39185786,0.2832766,-0.4537802,0.5746646,-0.123059615
799,24.344122,1044.261,67.15854,0.80735683,-0.1900713,-0.32776463,-0.09797045,-0.15984437,0.7200811,0.06319508,0.17295381,-0.25568262,-0.26812196,0.45556542,-0.41616806,0.37502915,-0.4207123,0.6834177,-0.03574676
800,24.639132,1043.6779,66.2991,0.82254934,-0.1787443,-0.3485403,-0.115230106,-0.15502533,0.71535593,0.06196955,0.16373508,-0.26356375,-0.26618448,0.46032393,-0.42196003,0.37585545,-0.42385787,0.68159926,-0.049105026
801,25.020372,1074.8595,68.79468,0.9227203,-0.17576066,-0.2518468,-0.030884191,-0.1069594,0.7982769,0.05493948,0.14745769,-0.343687,-0.30517533,0.4132144,-0.4281691,0.46601224,-0.4097401,0.80377585,0.017051965
802,24.656002,1057.3601,68.05171,0.85682726,-0.18248077,-0.293149,-0.069584996,-0.13520646,0.7538235,0.057376176,0.16392043,-0.29503697,-0.28724325,0.44057226,-0.4194011,0.4143147,-0.41701132,0.736858,-0.012936249
803,24.885603,1057.183,68.99026,0.8619944,-0.16989616,-0.2863114,-0.07693662,-0.12128222,0.7540469,0.042764902,0.1728269,-0.3079159,-0.30695957,0.4615731,-0.40930334,0.4166638,-0.42417946,0.74824184,-0.015722096
804,25.051325,1021.11224,68.25967,0.7627101,-0.14118767,-0.38352984,-0.19360445,-0.1418207,0.65927136,0.0154592395,0.21127552,-0.24882102,-0.3095779,0.56653994,-0.3789063,0.31966114,-0.45802084,0.6360151,-0.10003778
805,25.922167,1051.7235,67.3201,0.8986802,-0.124593064,-0.34836054,-0.14329511,-0.09801981,0.7313808,0.024061054,0.15864195,-0.33489507,-0.31868404,0.503526,-0.41372794,0.41108093,-0.44254202,0.7414529,-0.06398668
806,26.139576,1012.7014,68.23108,0.78500843,-0.08767006,-0.43082124,-0.26558557,-0.10828856,0.6320316,-0.021226764,0.21748272,-0.27917477,-0.34524336,0.63789535,-0.36488616,0.30752742,-0.4850982,0.63351583,-0.14884777
807,26.701025,1035.577,66.739716,0.8863765,-0.081162065,-0.4132601,-0.22672185,-0.08365527,0.68481296,-0.005507618,0.17043693,-0.33671445,-0.33877733,0.57805943,-0.39869422,0.374492,-0.4694932,0.70451564,-0.122822426
808,25.43982,1051.1006,67.528275,0.8746195,-0.14503969,-0.33467215,-0.12367369,-0.114307225,0.73268884,0.03513281,0.16350913,-0.314588,-0.30631444,0.4868934,-0.4137564,0.40472847,-0.43514308,0.73070204,-0.050716355
809,26.362125,1063.8467,66.28517,0.9597988,-0.1154387,-0.3460661,-0.12963745,-0.081407696,0.7581316,0.030555725,0.13063754,-0.37034947,-0.31652158,0.4752038,-0.4331469,0.44783574,-0.4360589,0.7803299,-0.055302136
810,26.844835,1019.28076,66.66627,0.84335244,-0.0645093,-0.45535737,-0.28156263,-0.08887783,0.6421481,-0.021970868,0.1901555,-0.3138782,-0.3455365,0.6313476,-0.38221598,0.3315027,-0.4868078,0.6572067,-0.16174896
811,26.600607,1045.2389,66.17165,0.9140732,-0.093207985,-0.39642918,-0.19555536,-0.0849064,0.7089724,0.009954542,0.15255208,-0.34724236,-0.32619473,0.53892076,-0.41420823,0.39946717,-0.45706427,0.7276903,-0.101986244
812,26.770046,1057.7917,66.04897,0.9603609,-0.09406796,-0.37359712,-0.16597661,-0.0720042,0.7400334,0.0164164,0.13440648,-0.37576962,-0.32747295,0.5079428,-0.42706078,0.4352519,-0.44817743,0.76883656,-0.08073237
813,26.118647,1077.0641,68.437744,0.9793557,-0.12942255,-0.2795792,-0.07284263,-0.06866789,0.7975465,0.029351488,0.13655728,-0.3917569,-0.33473608,0.45009318,-0.427811,0.4826865,-0.4262269,0.8315308,-0.010986358
814,26.427744,1055.0555,65.89481,0.9377004,-0.10784605,-0.37335402,-0.15985371,-0.08683491,0.7344811,0.025034696,0.13773598,-0.3561675,-0.31514692,0.49948272,-0.42756924,0.42431852,-0.44410035,0.75194305,-0.07749478
815,27.413658,1046.8743,66.21924,0.9545555,-0.058140457,-0.41261208,-0.22558704,-0.054616272,0.70905936,-0.011678144,0.14766711,-0.38404888,-0.35220563,0.56972563,-0.41105917,0.41200492,-0.47023135,0.750566,-0.1213733
816,26.979128,1026.4257,65.27939,0.8775072,-0.0665566,-0.46165076,-0.27066755,-0.088382155,0.65701705,-0.0079693645,0.16620654,-0.32655722,-0.3300261,0.60050917,-0.40152395,0.35146543,-0.47834992,0.67164886,-0.1564805
817,27.086952,1039.4515,65.51319,0.92086685,-0.06957334,-0.4312096,-0.23586167,-0.07517159,0.6903167,-0.0024971813,0.15134269,-0.3547424,-0.33398312,0.5694988,-0.41188127,0.38813877,-0.46903104,0.7155656,-0.13091907
818,28.056705,1071.8615,65.66075,1.061593,-0.047084957,-0.37928522,-0.18091655,-0.01998353,0.7686845,-0.0045773685,0.107107356,-0.45230573,-0.36025506,0.51771265,-0.43791592,0.48608017,-0.45703048,0.8367213,-0.08911189
819,27.943575,1051.3529,67.02502,0.9877299,-0.03557411,-0.40453792,-0.23248932,-0.027979493,0.719403,-0.029721856,0.14799902,-0.4170286,-0.37874734,0.5884987,-0.40526488,0.4299278,-0.478075,0.7816785,-0.1233928
820,27.981369,1056.4626,67.00511,1.0050619,-0.03723094,-0.39403594,-0.21900696,-0.023652673,0.7322673,-0.026486605,0.14104483,-0.42746323,-0.3786797,0.57488227,-0.41038546,0.4442031,-0.4739936,0.797979,-0.113725744
821,27.369846,1059.1467,67.508965,0.9840293,-0.06479499,-0.36536348,-0.18302813,-0.040699184,0.74330735,-0.011726692,0.14518274,-0.40873218,-0.36549443,0.5462855,-0.41169342,0.44575,-0.46216387,0.7967619,-0.08849312
822,27.756823,1041.8899,67.20477,0.9498358,-0.037324816,-0.4190399,-0.25195795,-0.03926778,0.69646573,-0.033710778,0.16280729,-0.3934126,-0.37707344,0.6102887,-0.3950838,0.40241823,-0.48399028,0.75003743,-0.13735983
823,28.18806,1063.4927,69.398415,1.0244076,-0.026717186,-0.34981722,-0.19920528,0.0028858483,0.7539731,-0.047226176,0.15561256,-0.45767105,-0.41552028,0.59009635,-0.394188,0.4668106,-0.47863233,0.8417379,-0.09423496
824,27.975939,1012.4411,66.63488,0.8723365,-0.01011008,-0.5001647,-0.3507334,-0.052880615,0.61870915,-0.058556452,0.19413316,-0.34875017,-0.3822123,0.699901,-0.36957234,0.3240699,-0.5131983,0.66041714,-0.20845775
825,28.947338,1036.4423,68.12342,0.98124075,0.021143734,-0.44893318,-0.31644666,0.005607426,0.6781747,-0.07902683,0.17446464,-0.43688804,-0.42793122,0.68801665,-0.37472522,0.39992726,-0.51310295,0.7658514,-0.17865281
826,27.87796,1055.7307,65.36448,1.0059432,-0.045367926,-0.41593033,-0.2220917,-0.0379979,0.72766775,-0.01004222,0.12562653,-0.41549838,-0.3538362,0.5540879,-0.42539436,0.44021326,-0.4677421,0.78131217,-0.119513065
827,29.739216,1082.8481,65.119125,1.1715316,0.01902917,-0.40421996,-0.22257753,0.043330044,0.7870828,-0.03769982,0.08063407,-0.53928477,-0.40412202,0.55189615,-0.44497168,0.5323459,-0.47531208,0.9025614,-0.11592089
828,28.535444,1059.3035,65.58831,1.0446754,-0.018000156,-0.4212685,-0.23908715,-0.010983318,0.73387474,-0.027325794,0.12066559,-0.44992274,-0.37688395,0.57447106,-0.42339456,0.4565889,-0.47689578,0.80807424,-0.12961301
829,28.92448,1041.9788,63.53051,1.0185483,0.0052990913,-0.49955872,-0.31404495,-0.020435214,0.68336684,-0.034279227,0.120435975,-0.42773962,-0.36532795,0.6190047,-0.42294312,0.41205353,-0.49339476,0.7481472,-0.18634507
830,29.037046,1027.1329,65.38277,0.9695878,0.024365157,-0.5107319,-0.3569303,-0.01390481,0.648405,-0.06533782,0.1581001,-0.4136451,-0.39630738,0.6883775,-0.39025986,0.37384504,-0.5147777,0.71892196,-0.21289718
831,29.97662,1015.37573,67.07447,0.9671246,0.07767236,-0.5380002,-0.42681348,0.02300033,0.6167702,-0.11544947,0.18681793,-0.43866932,-0.45069954,0.7825396,-0.35774156,0.3521461,-0.54759765,0.715772,-0.25706276
832,29.058605,1035.7721,67.01081,0.98927736,0.02376911,-0.46877652,-0.3268734,0.002243787,0.6736729,-0.073042944,0.16350582,-0.43600154,-0.41685125,0.6822515,-0.38375768,0.3985458,-0.51226306,0.7579253,-0.1880905
833,29.503006,1053.5376,67.2118,1.0620266,0.03253126,-0.43643385,-0.29260495,0.030133456,0.717319,-0.07280399,0.14083594,-0.48632926,-0.43008667,0.6514574,-0.3973832,0.4514398,-0.5044996,0.8233516,-0.16217667
834,29.186846,1028.9447,64.47182,0.9859432,0.027597934,-0.52304417,-0.3609864,-0.013131797,0.6504671,-0.060166523,0.14584374,-0.41948777,-0.38862973,0.6792499,-0.3997147,0.37972263,-0.51296973,0.72091943,-0.21728802
835,28.968782,1103.1943,67.508865,1.1885666,-0.022283286,-0.30470586,-0.12112026,0.04307863,0.8479656,-0.020609558,0.081885144,-0.5522129,-0.4074254,0.48576495,-0.44743013,0.5815253,-0.45025176,0.96598375,-0.04051943
836,28.726349,1014.24524,66.47071,0.9115695,0.021555483,-0.5173198,-0.3782567,-0.026040494,0.6191318,-0.07648845,0.18711583,-0.38242632,-0.40340707,0.7251214,-0.3688891,0.3363209,-0.5244362,0.680885,-0.22663599
837,29.91263,1053.2871,65.46777,1.0873963,0.04654768,-0.47166085,-0.31671116,0.033736467,0.7110982,-0.06930055,0.12168172,-0.49610603,-0.41999742,0.650216,-0.41108686,0.45378336,-0.50664943,0.818443,-0.1819465
838,29.574492,1048.7323,65.88341,1.0567151,0.03552082,-0.46777037,-0.3143049,0.021496803,0.70199364,-0.067180976,0.13317028,-0.47571325,-0.41570115,0.65370214,-0.40446818,0.43827727,-0.50608087,0.8003116,-0.18019009
839,28.385944,1037.1613,64.61816,0.97512686,-0.012782276,-0.4818412,-0.30158252,-0.035799384,0.6759583,-0.032618865,0.13993964,-0.40118378,-0.36364415,0.6221892,-0.41091073,0.39424467,-0.49156776,0.7298912,-0.17652492
840,29.859552,1104.2128,66.187584,1.2369696,0.013260722,-0.34332618,-0.16081302,0.06724563,0.84335166,-0.033072814,0.06348649,-0.58583486,-0.4178933,0.50631356,-0.45591944,0.5923422,-0.46113786,0.9784679,-0.069399744
841,29.614595,1061.2612,66.30582,1.0947045,0.030287772,-0.4341298,-0.277439,0.033164144,0.7347436,-0.06186004,0.12114852,-0.5009516,-0.4201113,0.6233562,-0.41294193,0.4730383,-0.49659267,0.8426512,-0.15293667
842,30.093653,1054.7479,68.3388,1.0864055,0.06067422,-0.432935,-0.31078118,0.058951408,0.71960825,-0.09793435,0.14843032,-0.5173616,-0.4634391,0.6860787,-0.3850027,0.46125603,-0.51742506,0.8481611,-0.1714395
843,29.203773,1052.022,64.39067,1.0574243,0.013328165,-0.47159594,-0.29343933,0.0009793341,0.7093781,-0.041368365,0.11514227,-0.4602639,-0.38357958,0.61121815,-0.42358315,0.4426761,-0.49181738,0.7912898,-0.16922908
844,30.24376,1023.0509,65.02604,1.0118192,0.07954252,-0.55564886,-0.42223403,0.02443865,0.63099885,-0.09899135,0.15488607,-0.45521563,-0.4305275,0.7484197,-0.38299713,0.374477,-0.5389782,0.72977984,-0.25732958
845,29.761751,1062.591,66.744545,1.103176,0.037026912,-0.4286983,-0.2783969,0.04195133,0.73826337,-0.06865774,0.123328,-0.51109767,-0.43031064,0.6307386,-0.4094289,0.47837695,-0.499357,0.8531526,-0.15237588
846,29.214125,1043.4452,64.5782,1.0308548,0.019754916,-0.4889484,-0.31874594,-0.0026919246,0.68771005,-0.050175026,0.12809528,-0.44641328,-0.38806576,0.63899356,-0.41316605,0.41953734,-0.500463,0.7666651,-0.18687473
847,29.223265,1037.8258,65.07116,1.0118234,0.024978697,-0.4952265,-0.33421725,-0.0027095377,0.674236,-0.059206113,0.14035726,-0.43887788,-0.39597866,0.6614632,-0.40290147,0.40461975,-0.5073149,0.753334,-0.19688553
848,31.445684,1051.4264,63.639297,1.1576042,0.11113489,-0.54022765,-0.39429897,0.075907975,0.6947786,-0.09750451,0.09923959,-0.549382,-0.44461685,0.7012243,-0.41793826,0.4628251,-0.5300836,0.83218527,-0.23735976
849,29.658697,1063.7449,68.14176,1.0956471,0.03515342,-0.40399095,-0.26595616,0.047673315,0.74452794,-0.07693766,0.13653971,-0.5142805,-0.44532314,0.63864255,-0.39820367,0.48132563,-0.5007798,0.8648521,-0.14090249
850,29.04841,1003.3036,67.82334,0.8860469,0.046163738,-0.5317872,-0.4202107,-0.012776911,0.5921044,-0.10589887,0.21378843,-0.3819173,-0.43363166,0.78642464,-0.34363672,0.3105224,-0.54442775,0.66440403,-0.25304145
851,30.231281,1024.4452,66.043,1.0107766,0.08059156,-0.5379767,-0.4142276,0.031170368,0.63665676,-0.10630511,0.1635355,-0.4610988,-0.4433225,0.75524026,-0.37504965,0.37875232,-0.5406213,0.74133885,-0.24957757
852,28.409204,1042.6704,65.739845,0.9877111,-0.012536228,-0.45416546,-0.28255218,-0.024642497,0.69218814,-0.038517028,0.14420256,-0.41616046,-0.3781508,0.6196337,-0.4059403,0.41013995,-0.49039245,0.7555892,-0.16061072
853,30.531961,1021.5072,65.39086,1.0180714,0.094190896,-0.56141984,-0.43804765,0.036052167,0.6262771,-0.111372426,0.15945524,-0.46590137,-0.4447687,0.7695024,-0.3765236,0.37334594,-0.54667336,0.733979,-0.26718
854,29.406048,1048.0258,64.077995,1.0555856,0.024083257,-0.49025187,-0.31505015,0.003821522,0.697468,-0.047490537,0.11629477,-0.46045065,-0.38661563,0.6281708,-0.42137656,0.4336145,-0.4981345,0.781096,-0.18479916
855,29.694084,1021.9823,66.063,0.9795747,0.058435887,-0.5297436,-0.39832264,0.010638028,0.6331577,-0.09356843,0.16907448,-0.43456113,-0.42708787,0.7395308,-0.37526375,0.36673504,-0.53335094,0.72237736,-0.23947223
856,30.424986,1037.9067,65.23099,1.0641173,0.078529924,-0.52326596,-0.38525125,0.041199,0.6685532,-0.09383245,0.13706952,-0.48953903,-0.43606514,0.71487087,-0.3950689,0.41684312,-0.52919984,0.78066266,-0.23009901
857,29.013918,1036.5996,65.083145,0.9988322,0.016525984,-0.49257165,-0.3287966,-0.010846674,0.6721978,-0.0544931,0.1429027,-0.42808616,-0.38975954,0.6561716,-0.4026782,0.3992138,-0.50473934,0.74516076,-0.19349359
858,31.407158,1019.7066,67.02282,1.043415,0.1381068,-0.5650191,-0.47577927,0.076334804,0.6203804,-0.15117316,0.17496145,-0.5054458,-0.49438873,0.8309413,-0.35491604,0.37808308,-0.5690103,0.7594617,-0.2886858
859,30.395626,1048.8038,67.37258,1.0860577,0.07549015,-0.46768683,-0.34461302,0.060099036,0.7008921,-0.102744,0.14501521,-0.5157333,-0.4613562,0.7056959,-0.38635486,0.44749147,-0.52529025,0.829296,-0.19682008
860,29.976725,1051.1179,64.9818,1.0858662,0.04958549,-0.4850309,-0.32750657,0.031680524,0.7042414,-0.06862603,0.119256295,-0.493078,-0.41601437,0.6538831,-0.4130621,0.4482243,-0.50828344,0.80957335,-0.19048387
861,30.43131,1065.9235,64.20478,1.1546022,0.05829817,-0.4733564,-0.30566856,0.052048534,0.7383051,-0.06260578,0.0903666,-0.5348389,-0.41720408,0.62121165,-0.43271217,0.49258044,-0.5003951,0.85889053,-0.175404
862,28.866598,1038.8655,63.946068,1.0045745,0.0057558417,-0.4994595,-0.3194372,-0.021803498,0.67650986,-0.038767844,0.12893851,-0.42150605,-0.36960778,0.6303427,-0.4162743,0.4032495,-0.49650735,0.7404644,-0.18948352
863,29.551182,1068.9667,64.35934,1.1244941,0.01775232,-0.4419143,-0.2581883,0.023464829,0.7509598,-0.037095085,0.0915454,-0.504223,-0.39083412,0.57603526,-0.4390537,0.49223644,-0.48235673,0.8503876,-0.14331864
864,29.498848,1044.4106,66.02255,1.0395668,0.035288423,-0.4738436,-0.323425,0.01704067,0.69158196,-0.06976263,0.14047784,-0.46555072,-0.4159967,0.6647122,-0.39923868,0.42584336,-0.50913113,0.7864936,-0.18659288
865,28.131388,1030.5912,65.16268,0.9413719,-0.018497527,-0.48290363,-0.3083427,-0.04547909,0.6615117,-0.035550505,0.15501392,-0.38123637,-0.36409,0.63665843,-0.40062442,0.37415612,-0.49474266,0.7083531,-0.18084556
866,30.086737,1033.036,62.421932,1.0475155,0.059783548,-0.56497777,-0.39432946,0.008691162,0.6522369,-0.06411891,0.11598879,-0.4560287,-0.38914043,0.68294847,-0.41799188,0.39856485,-0.5189407,0.7375844,-0.2431005
867,29.666906,1030.0919,63.281258,1.016086,0.045194507,-0.5491426,-0.38216627,-0.0027225912,0.64856446,-0.06227024,0.13026214,-0.43679118,-0.3878203,0.68317384,-0.40932208,0.38689777,-0.5168061,0.7259204,-0.23367563
868,28.856752,1039.5493,64.00758,1.0059398,0.0050317645,-0.49678317,-0.31678048,-0.021356553,0.6784359,-0.03847593,0.12872395,-0.4225337,-0.3699772,0.6286006,-0.4164451,0.40505034,-0.49589354,0.74280196,-0.18748662
869,27.850203,1062.1709,66.41003,1.0194799,-0.04816574,-0.3858831,-0.19834621,-0.02856946,0.7463967,-0.013119623,0.1281129,-0.4296897,-0.36554027,0.5457362,-0.4223384,0.45809287,-0.46456444,0.8081933,-0.10051202
870,29.423555,1019.7565,64.46563,0.9683577,0.043964595,-0.5502327,-0.39849958,-0.01030609,0.62567765,-0.07406698,0.15669787,-0.41321117,-0.39782637,0.7164059,-0.38926452,0.3570473,-0.5256209,0.6978606,-0.2434957
871,28.946999,1056.0475,65.55887,1.0529659,0.0022416413,-0.4395851,-0.2665932,0.0015362203,0.7233435,-0.041099295,0.1229196,-0.46119773,-0.39013994,0.6014674,-0.41818935,0.4517844,-0.48714733,0.8067605,-0.14831266
872,28.42891,1045.3114,65.25314,0.9988997,-0.014554769,-0.45537227,-0.2771499,-0.025365561,0.69789034,-0.03273575,0.13573547,-0.4197052,-0.37181473,0.60723555,-0.41299728,0.41723758,-0.48681173,0.76047534,-0.15770097
873,29.58767,1058.3552,65.649376,1.0877248,0.029349983,-0.4492584,-0.2870574,0.026353091,0.7261297,-0.05778335,0.118296325,-0.49219066,-0.41113865,0.6233422,-0.4162419,0.4644701,-0.49675044,0.82829845,-0.16119856
874,28.692867,1073.142,65.12653,1.0959373,-0.021050483,-0.39989823,-0.20628141,0.00016012788,0.7676203,-0.016568378,0.09743996,-0.47888035,-0.37304223,0.5353743,-0.4407442,0.49555406,-0.46556365,0.85037386,-0.10677624
875,28.044102,1073.0453,65.46606,1.0655571,-0.048881292,-0.37895632,-0.17749418,-0.020926148,0.7713978,-0.0015943795,0.103637904,-0.45309603,-0.357048,0.5114948,-0.44097668,0.48906323,-0.45511517,0.8386242,-0.08709704
876,28.170885,1033.7902,64.91535,0.9540143,-0.019410253,-0.47999886,-0.30135307,-0.043667346,0.6690173,-0.03193596,0.14819482,-0.38751173,-0.36143917,0.6261707,-0.40592015,0.38311097,-0.49174353,0.7171529,-0.17626897
877,28.568783,1047.9689,64.90191,1.0147856,-0.01093033,-0.4577008,-0.27643505,-0.020949066,0.70328295,-0.03144206,0.1281507,-0.42879587,-0.3710672,0.6014996,-0.4181731,0.4256511,-0.4857815,0.76900846,-0.1575726
878,29.145458,1066.2717,64.713875,1.0967995,0.002388537,-0.4328897,-0.24754485,0.009563476,0.74685097,-0.031078175,0.100278154,-0.4840411,-0.3832291,0.57044923,-0.43523297,0.48108843,-0.4786831,0.8360363,-0.1359719
879,28.592884,1022.3919,64.94867,0.93764627,0.006676972,-0.51640874,-0.35328743,-0.035328567,0.6376837,-0.053091735,0.16156429,-0.3852145,-0.37744775,0.6782631,-0.3918896,0.3562778,-0.50985706,0.6916181,-0.21224156
880,28.949928,1039.4471,63.31183,1.0129682,0.0075148046,-0.50906193,-0.32337654,-0.02242589,0.67631125,-0.035133123,0.121367104,-0.42351365,-0.3637325,0.6250817,-0.4222858,0.40528312,-0.49549866,0.73932356,-0.19338617
881,27.44772,1021.29736,63.361122,0.8914088,-0.04722449,-0.51200074,-0.3123731,-0.086722195,0.63764125,-0.00852035,0.1513336,-0.32956672,-0.32044783,0.6141894,-0.41161984,0.341009,-0.4854955,0.6517906,-0.18901873
882,27.474028,1014.74896,64.35937,0.8679415,-0.03940329,-0.5138154,-0.32969034,-0.08354631,0.6227002,-0.023137867,0.16989392,-0.32308626,-0.3357737,0.645824,-0.39565045,0.32403153,-0.49507123,0.6397441,-0.19927666
883,28.042274,1025.1934,66.26112,0.91587436,-0.016279936,-0.47775644,-0.31693986,-0.045097858,0.6503154,-0.046908125,0.1735757,-0.37236744,-0.37686884,0.66105974,-0.38550228,0.35922703,-0.50150967,0.6980851,-0.18495435
884,27.688772,1065.7227,63.429317,1.0371257,-0.064913124,-0.41511846,-0.19059163,-0.050724685,0.7504176,0.019951046,0.093690425,-0.41759336,-0.32028612,0.49474585,-0.45437413,0.4643974,-0.44919375,0.79341865,-0.10143393
885,27.73601,1021.44495,65.38667,0.89507186,-0.029580802,-0.4907761,-0.31773338,-0.06374124,0.64055204,-0.033883482,0.17070182,-0.3496846,-0.356345,0.64901483,-0.39146933,0.34546793,-0.49677736,0.67351514,-0.18803105
886,27.222134,1055.8552,62.701004,0.98994005,-0.08102676,-0.43609548,-0.20216867,-0.07789427,0.7260865,0.031236291,0.10085653,-0.37811136,-0.29782346,0.4954186,-0.4536931,0.4324751,-0.44767132,0.7477576,-0.11228779
887,26.502657,1056.8243,62.96135,0.9600725,-0.112867475,-0.41201574,-0.16742714,-0.10134849,0.7328043,0.049711585,0.1051518,-0.35094798,-0.27833757,0.4644629,-0.45610914,0.42813852,-0.43473554,0.73715675,-0.088690944
888,27.089277,1015.8432,65.23469,0.85029066,-0.054993093,-0.48937085,-0.30699262,-0.09115711,0.62923074,-0.019150734,0.17897479,-0.31243545,-0.3349848,0.6358702,-0.39070585,0.32371697,-0.4899023,0.6413108,-0.18222088
889,26.035677,1055.9869,64.91672,0.92788017,-0.12820597,-0.3748929,-0.14338848,-0.106342375,0.7369521,0.045097843,0.12810227,-0.33770883,-0.28962404,0.46880952,-0.43966162,0.42238975,-0.43321487,0.73907244,-0.06867578
890,26.175167,1056.6586,64.41622,0.9383913,-0.12368968,-0.38385034,-0.14904363,-0.10407442,0.7369596,0.04609333,0.12155725,-0.3427267,-0.28727677,0.46721372,-0.44422454,0.42530409,-0.4335405,0.74041134,-0.07339617
891,26.110502,1023.4803,61.536255,0.8478341,-0.11231732,-0.49850124,-0.25422278,-0.14445338,0.6465217,0.04606083,0.13521305,-0.27075642,-0.2535949,0.5295203,-0.4378718,0.3326202,-0.45395786,0.6160885,-0.15444198
892,26.42697,1011.90814,64.14045,0.8143034,-0.084478915,-0.4968565,-0.29371327,-0.123981684,0.6203917,0.0054910183,0.17552164,-0.27378646,-0.30033347,0.6065372,-0.40042657,0.3057913,-0.47830182,0.6068641,-0.17655534
893,25.953245,1058.8394,63.59984,0.93910027,-0.1369211,-0.38458005,-0.13567212,-0.11574775,0.7420756,0.06104894,0.11128163,-0.33414918,-0.26902863,0.44202974,-0.45516506,0.42855898,-0.42504656,0.7362319,-0.0660491
894,25.76601,1059.9917,64.38296,0.9307339,-0.14402884,-0.36628997,-0.12161697,-0.116851956,0.74755174,0.060403913,0.118552744,-0.331442,-0.2732514,0.43938756,-0.45007512,0.4303052,-0.42306685,0.7415465,-0.0548751
895,25.945196,1054.5553,61.95927,0.93334067,-0.13855436,-0.41704875,-0.15341718,-0.12884799,0.7278776,0.07199157,0.10006918,-0.31992716,-0.24789473,0.4357935,-0.4660906,0.41584253,-0.42376226,0.7107518,-0.082066596
896,26.014545,1057.5981,62.591343,0.94271505,-0.13588585,-0.40301996,-0.1453006,-0.120592386,0.73657477,0.06705941,0.10232538,-0.33059406,-0.25785908,0.43696088,-0.46292672,0.42518926,-0.4241611,0.7262561,-0.07482451
897,25.346205,1044.0286,63.686756,0.8668711,-0.15407531,-0.40200806,-0.15321249,-0.14585245,0.7074158,0.06520942,0.13373193,-0.2833611,-0.25388578,0.4603641,-0.44271585,0.3822689,-0.42808113,0.6784824,-0.079831846
898,25.482979,1074.8127,65.20752,0.9596393,-0.16405456,-0.31359994,-0.06269939,-0.11281562,0.78864527,0.07305359,0.10897888,-0.3488413,-0.27232265,0.3928931,-0.4588603,0.46834335,-0.40694538,0.78692716,-0.0118432045
899,24.496822,1057.9507,65.49028,0.86358726,-0.1961974,-0.32340765,-0.0693506,-0.15646958,0.7510742,0.084381625,0.13760105,-0.27948454,-0.24818927,0.40310892,-0.44456467,0.4128274,-0.40569904,0.7161892,-0.01836358
